ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (mm),Anchura (mm),Altura (mm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
12669 saf,variable,TSRD149,Tubo redondo 40x3 mm,1,0,visible,Tubo redondo de hierro de 40x3 mm,Tubo redondo de hierro de 40x3 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.85,6000,40,3,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12670 saf,variable,TSRD150,Tubo redondo 42x1 mm,1,0,visible,Tubo redondo de hierro de 42x1 mm,Tubo redondo de hierro de 42x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.05,6000,42,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
49865,variation,,Tubo redondo 10x1 mm - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,Personalizado,,1,,,,
49866,variation,,Tubo redondo 10x1 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,Oxido,,1,,,,
49867,variation,,Tubo redondo 10x1 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,Hierro,,1,,,,
49868,variation,,Tubo redondo 10x1 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,Blanco,,1,,,,
49869,variation,,Tubo redondo 10x1 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,Negro,,1,,,,
42046,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
42047,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
42048,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
42049,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
42050,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
42051,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
42037,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
42038,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
42039,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
42040,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
42041,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
42042,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
42043,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
42044,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
42045,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
29921,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
29922,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
29923,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
29924,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
29925,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
29926,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
29927,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
29928,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
29929,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
29930,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
29931,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
29932,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
29918,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
29919,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
29920,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
19887,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
19888,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
19884,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
19885,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
19886,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
19877,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
19878,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
19879,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
19880,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
19881,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,2,Color,,,1,,,,
19882,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
19883,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,1,Color,,,1,,,,
19874,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,5,Color,,,1,,,,
19875,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,3,Color,,,1,,,,
19876,variation,,Tubo redondo 10x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,52",,,,,,,TSRD101,,,,,,4,Color,,,1,,,,
49870,variation,,Tubo redondo 12x1 mm - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,Personalizado,,1,,,,
49871,variation,,Tubo redondo 12x1 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,Oxido,,1,,,,
49872,variation,,Tubo redondo 12x1 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,Hierro,,1,,,,
49873,variation,,Tubo redondo 12x1 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,Blanco,,1,,,,
49874,variation,,Tubo redondo 12x1 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,Negro,,1,,,,
42399,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
42400,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
42401,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
42392,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
42393,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
42394,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
42395,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
42396,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
42397,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
42398,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
42387,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
42388,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
42389,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
42390,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
42391,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
30273,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
30274,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
30275,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
30276,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
30277,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
30278,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
30279,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
30280,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
30281,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
30282,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
30269,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
30270,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
30271,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
30272,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
30268,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
19901,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
19902,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
19903,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
19898,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
19899,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
19900,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
19894,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
19895,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
19896,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
19897,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
19893,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,1,Color,,,1,,,,
19889,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,4,Color,,,1,,,,
19890,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,5,Color,,,1,,,,
19891,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,2,Color,,,1,,,,
19892,variation,,Tubo redondo 12x1 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,82",,,,,,,TSRD102,,,,,,3,Color,,,1,,,,
49875,variation,,Tubo redondo 12x1.5 mm - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,1,Color,Personalizado,,1,,,,
49876,variation,,Tubo redondo 12x1.5 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,2,Color,Oxido,,1,,,,
49877,variation,,Tubo redondo 12x1.5 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,3,Color,Hierro,,1,,,,
49878,variation,,Tubo redondo 12x1.5 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,4,Color,Blanco,,1,,,,
49879,variation,,Tubo redondo 12x1.5 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,5,Color,Negro,,1,,,,
42413,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,2,Color,,,1,,,,
42414,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,1,Color,,,1,,,,
42415,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,1,Color,,,1,,,,
42416,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,1,Color,,,1,,,,
42402,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,4,Color,,,1,,,,
42403,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,4,Color,,,1,,,,
42404,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,4,Color,,,1,,,,
42405,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,3,Color,,,1,,,,
42406,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,3,Color,,,1,,,,
42407,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,3,Color,,,1,,,,
42408,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,5,Color,,,1,,,,
42409,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,5,Color,,,1,,,,
42410,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,5,Color,,,1,,,,
42411,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,2,Color,,,1,,,,
42412,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,2,Color,,,1,,,,
30294,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,2,Color,,,1,,,,
30295,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,1,Color,,,1,,,,
30296,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,1,Color,,,1,,,,
30297,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,1,Color,,,1,,,,
30283,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,4,Color,,,1,,,,
30284,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,4,Color,,,1,,,,
30285,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,4,Color,,,1,,,,
30286,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,3,Color,,,1,,,,
30287,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,3,Color,,,1,,,,
30288,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,3,Color,,,1,,,,
30289,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,5,Color,,,1,,,,
30290,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,5,Color,,,1,,,,
30291,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,5,Color,,,1,,,,
30292,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,2,Color,,,1,,,,
30293,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,2,Color,,,1,,,,
19915,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,3,Color,,,1,,,,
19916,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,4,Color,,,1,,,,
19917,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,1,Color,,,1,,,,
19918,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,2,Color,,,1,,,,
19914,variation,,Tubo redondo 12x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,04",,,,,,,TSRD103,,,,,,5,Color,,,1,,,,
