ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (mm),Anchura (mm),Altura (mm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
12700 saf,variable,TSRD180,Tubo redondo 60x1 mm,1,0,visible,Tubo redondo de hierro de 60x1 mm,Tubo redondo de hierro de 60x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.52,6000,60,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12701 saf,variable,TSRD181,Tubo redondo 60x1.5 mm,1,0,visible,Tubo redondo de hierro de 60x1.5 mm,Tubo redondo de hierro de 60x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.25,6000,60,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12702 saf,variable,TSRD182,Tubo redondo 60x2 mm,1,0,visible,Tubo redondo de hierro de 60x2 mm,Tubo redondo de hierro de 60x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.97,6000,60,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12703 saf,variable,TSRD183,Tubo redondo 60.3x3 mm,1,0,visible,Tubo redondo de hierro de 60.3x3 mm,Tubo redondo de hierro de 60.3x3 mm. Calidad: S235JR,,,taxable,,1,,,0,0,4.41,6000,60.3,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12704 saf,variable,TSRD184,Tubo redondo 60.3x4 mm,1,0,visible,Tubo redondo de hierro de 60.3x4 mm,Tubo redondo de hierro de 60.3x4 mm. Calidad: S235JR,,,taxable,,1,,,0,0,5.77,6000,60.3,4,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12705 saf,variable,TSRD185,Tubo redondo 63x1.5 mm,1,0,visible,Tubo redondo de hierro de 63x1.5 mm,Tubo redondo de hierro de 63x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.37,6000,63,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12706 saf,variable,TSRD186,Tubo redondo 63x2 mm,1,0,visible,Tubo redondo de hierro de 63x2 mm,Tubo redondo de hierro de 63x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,3.13,6000,63,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12707 saf,variable,TSRD187,Tubo redondo 63x3 mm,1,0,visible,Tubo redondo de hierro de 63x3 mm,Tubo redondo de hierro de 63x3 mm. Calidad: S235JR,,,taxable,,1,,,0,0,4.62,6000,63,3,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12708 saf,variable,TSRD188,Tubo redondo 63x4 mm,1,0,visible,Tubo redondo de hierro de 63x4 mm,Tubo redondo de hierro de 63x4 mm. Calidad: S235JR,,,taxable,,1,,,0,0,6.05,6000,63,4,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12709 saf,variable,TSRD189,Tubo redondo 65x1 mm,1,0,visible,Tubo redondo de hierro de 65x1 mm,Tubo redondo de hierro de 65x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.66,6000,65,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12710 saf,variable,TSRD190,Tubo redondo 65x1.5 mm,1,0,visible,Tubo redondo de hierro de 65x1.5 mm,Tubo redondo de hierro de 65x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.44,6000,65,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12711 saf,variable,TSRD191,Tubo redondo 65x2 mm,1,0,visible,Tubo redondo de hierro de 65x2 mm,Tubo redondo de hierro de 65x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,3.23,6000,65,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12712 saf,variable,TSRD192,Tubo redondo 70x1 mm,1,0,visible,Tubo redondo de hierro de 70x1 mm,Tubo redondo de hierro de 70x1 mm. Calidad: S235JR,,,taxable,,1,,,0,0,1.77,6000,70,1,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12713 saf,variable,TSRD193,Tubo redondo 70x1.5 mm,1,0,visible,Tubo redondo de hierro de 70x1.5 mm,Tubo redondo de hierro de 70x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.63,6000,70,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12714 saf,variable,TSRD194,Tubo redondo 70x2 mm,1,0,visible,Tubo redondo de hierro de 70x2 mm,Tubo redondo de hierro de 70x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,3.48,6000,70,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12715 saf,variable,TSRD195,Tubo redondo 70x3 mm,1,0,visible,Tubo redondo de hierro de 70x3 mm,Tubo redondo de hierro de 70x3 mm. Calidad: S235JR,,,taxable,,1,,,0,0,5.16,6000,70,3,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12716 saf,variable,TSRD196,Tubo redondo 70x4 mm,1,0,visible,Tubo redondo de hierro de 70x4 mm,Tubo redondo de hierro de 70x4 mm. Calidad: S235JR,,,taxable,,1,,,0,0,6.77,6000,70,4,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12717 saf,variable,TSRD197,Tubo redondo 73x1.5 mm,1,0,visible,Tubo redondo de hierro de 73x1.5 mm,Tubo redondo de hierro de 73x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.75,6000,73,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12718 saf,variable,TSRD198,Tubo redondo 73x2 mm,1,0,visible,Tubo redondo de hierro de 73x2 mm,Tubo redondo de hierro de 73x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,3.64,6000,73,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12719 saf,variable,TSRD199,Tubo redondo 75x1.5 mm,1,0,visible,Tubo redondo de hierro de 75x1.5 mm,Tubo redondo de hierro de 75x1.5 mm. Calidad: S235JR,,,taxable,,1,,,0,0,2.83,6000,75,1.5,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
12720 saf,variable,TSRD200,Tubo redondo 75x2 mm,1,0,visible,Tubo redondo de hierro de 75x2 mm,Tubo redondo de hierro de 75x2 mm. Calidad: S235JR,,,taxable,,1,,,0,0,3.75,6000,75,2,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Redondo, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/06/tubos-soldados-redondos-min.webp,,,,,,,,,0,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,,,,
50119,variation,,Tubo redondo 42x1.5 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,Negro,,1,,,,
50115,variation,,Tubo redondo 42x1.5 mm - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,Personalizado,,1,,,,
50116,variation,,Tubo redondo 42x1.5 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,Oxido,,1,,,,
50117,variation,,Tubo redondo 42x1.5 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,Hierro,,1,,,,
50118,variation,,Tubo redondo 42x1.5 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,Blanco,,1,,,,
44004,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
44005,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
44006,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
43997,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
43998,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
43999,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
44000,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
44001,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
44002,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
44003,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
43987,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
43988,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
43989,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
43990,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
43991,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
43992,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
43993,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
43994,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
43995,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
43996,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
43982,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
43983,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
43984,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
43985,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
43986,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
31883,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
31884,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
31885,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
31886,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
31887,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
31870,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
31871,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
31872,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
31873,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
31874,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
31875,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
31876,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
31877,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
31878,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
31879,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
31880,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
31881,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
31882,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
31863,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
31864,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
31865,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
31866,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
31867,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
31868,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
31869,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
20664,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
20665,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
20666,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
20667,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
20668,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
20657,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
20658,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
20659,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
20660,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
20661,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
20662,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
20663,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
20650,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
20651,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
20652,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
20653,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
20654,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
20655,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
20656,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
20644,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
20645,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,4,Color,,,1,,,,
20646,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,3,Color,,,1,,,,
20647,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,2,Color,,,1,,,,
20648,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,1,Color,,,1,,,,
20649,variation,,Tubo redondo 42x1.5 mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0,,,,,,,TSRD151,,,,,,5,Color,,,1,,,,
50122,variation,,Tubo redondo 42x2 mm - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"9,3",,,,,,,TSRD152,,,,,,3,Color,Hierro,,1,,,,
50123,variation,,Tubo redondo 42x2 mm - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"9,3",,,,,,,TSRD152,,,,,,4,Color,Blanco,,1,,,,
50124,variation,,Tubo redondo 42x2 mm - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"9,3",,,,,,,TSRD152,,,,,,5,Color,Negro,,1,,,,
50121,variation,,Tubo redondo 42x2 mm - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"9,3",,,,,,,TSRD152,,,,,,2,Color,Oxido,,1,,,,
